,id,owner,reels_id,has_audio,video_url,views,caption,comment,timestamp,likes,location,pinned,product_type
241,240,"{'id': '47725447273', 'username': 'diamond.k.horses'}",3633952847489915878,True,https://instagram.flos5-2.fna.fbcdn.net/o1/v/t16/f2/m86/AQPRKwiG8cDIROPTvmfy8mtjVmMBNaNJUxY2fmq_W1hdwGU4E9RvLvt8gjNMsWEMq4fkW0T_aTsHJo6G2JiFWluq5LENKju_4-srUWo.mp4?stp=dst-mp4&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLmMyLjcyMC5iYXNlbGluZSJ9&_nc_cat=105&vs=2721532548032039_4171366410&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC85MzQ5NkRCNDEwOEYwQkFCRURDNUM0NTgxMUI3RkQ4N192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQndKcWgyVXlCQWxGR0VDQUhWamR0VHlxdUJEYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJqKC5Ymr%2BIVAFQIoAkMzLBdAOghysCDEnBgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfIuKUPHPQHfgKUgNLzAtjXPxItddSOhuCAKXIuC1EusTw&oe=683E47A7&_nc_sid=8b3546,0,"{'edges': [{'node': {'text': 'Dually, 4 year old stallion by Shiney Outlaw X Tootsie Rey (PE: $1M+) , in training for Josie Driscoll🤩 Every ride with this talented and good minded stud is a treat!\n\nSponsors\n\nThank you to our sponsors:\n#Saddlehousesaddles\n#SentinelKentFeeds\n#EMCustomShowPads\n10% DISCOUNT CODE for First Time Order:\nDiamondK \n#RipPrintCustomApparel\n#Faithvalleyhairproducts\n#WeaverLeatherProducts \n10% DISCOUNT CODE:\nKEVIN10\n#TappAssociates \n#NutraGlo'}}]}",{'count': 2},2025-05-16 19:57:38,1183,null,,clips
242,241,"{'id': '47725447273', 'username': 'diamond.k.horses'}",3627517193002404425,True,https://instagram.flos5-3.fna.fbcdn.net/o1/v/t16/f2/m86/AQONqfmgVSKvPcYHMk2xq0GYnyS-UjkmQOk9_2fnXaoK0umeZYYYBx24-Pre2BiO9R5J2k2TK7hoMgugvFaiGZYb_BPNEOOTcTwgLlY.mp4?stp=dst-mp4&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLmMyLjcyMC5iYXNlbGluZSJ9&_nc_cat=107&vs=1038576571559082_2223513640&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9DQjQ4RkVEQTUzQThGRjJERUVDRDQyRTFFMDM4ODI4Ql92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRHBwa3gwYXNpY2IyZ3dFQU83MFRVMGpWOEIyYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJsSS7J7dtLtAFQIoAkMzLBdAKVT987ZFohgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfLts9Vpy9WQgEQRYxjZd7vHRmxeRkTbcvu0A8HcSNs6kg&oe=683E4120&_nc_sid=8b3546,0,"{'edges': [{'node': {'text': 'Finally drying up enough to spend time outside, and Mario and Kevin are taking full advantage ☀️\n\nSponsors\n\nThank you to our sponsors:\n#Saddlehousesaddles\n#SentinelKentFeeds\n#EMCustomShowPads\n10% DISCOUNT CODE for First Time Order:\nDiamondK \n#RipPrintCustomApparel\n#Faithvalleyhairproducts\n#WeaverLeatherProducts \n10% DISCOUNT CODE:\nKEVIN10\n#TappAssociates \n#NutraGlo'}}]}",{'count': 3},2025-05-07 22:38:45,1755,null,,clips
243,253,"{'id': '1605847837', 'username': 'downunder.horsemanship'}",3643597588570274741,True,https://instagram.flos5-2.fna.fbcdn.net/o1/v/t16/f2/m86/AQOcK8Okn7DYiUWFEEmcCvQQdJKltS9dd0MTv4sQUgENKFrdqIFK8_LJ9ljBDoLFw6utnNJEXiG6TvKEYBJM9xoDaQTGjFLZqNkggwY.mp4?stp=dst-mp4&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLmMyLjcyMC5iYXNlbGluZSJ9&_nc_cat=102&vs=1725257712200446_2222656126&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC83QTQxQ0Y5ODM2NDY4ODBFNTE4NjA0RDFENzQ5RTk4M192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRVBpNVIyakZHS0EtTXdEQUdtZFpLY3ZPV0Z0YnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJtLwjszk4dA%2FFQIoAkMzLBdANvN0vGp%2B%2BhgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfKOUdkct059x7aInE_YEohemBNI4N6iJQz0V7yvGK6Gkg&oe=683E3934&_nc_sid=8b3546,0,"{'edges': [{'node': {'text': ""You gotta figure out how to win when things aren't going your way 💯\n\n#applythemethod #downunderhorsemanship #clintonanderson #horse #horsetrainer #tombrady #motivation""}}]}",{'count': 1},2025-05-30 03:05:18,871,null,,clips
244,242,"{'id': '47725447273', 'username': 'diamond.k.horses'}",3624710845384582617,True,https://instagram.flos5-2.fna.fbcdn.net/o1/v/t16/f2/m86/AQMSWddsi_g2_Z66fZIcCClg0PQNNb5a8tXv8i1kM4FchAvA67xGp73s4sFzXyX-Yo3qbLIBYS23Z3k4pXpHwl7QtRLa8F_qrQMo9LM.mp4?stp=dst-mp4&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLmMyLjcyMC5iYXNlbGluZSJ9&_nc_cat=106&vs=1622909658420242_4266320860&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9EQjQzQ0JCMEMyRTBCNERBOUQ1QkMyNDE2MUJBNTc4OV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HT0tOU0IyeUlzdjZBRkFDQUtUblZUSXJYWUVKYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJvb0zLWI3LNAFQIoAkMzLBdAQRmZmZmZmhgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfLXCRQdx7K0HchjwI0x7vne59XdaCuTKWsH4LPRTZtvUQ&oe=683E44AE&_nc_sid=8b3546,833,"{'edges': [{'node': {'text': '🌩️THUNDERSTRUCK🌩️\n\n 𝙏𝙃𝙐𝙉𝘿𝙀𝙍 Is available on Horsebid.com 𝘜𝘕𝘛𝘐𝘓 𝘔𝘖𝘕𝘋𝘈𝘠‼️ Don’t miss the opportunity to own this talented gelding! With a style like his, you’ll be sure to turn heads wherever you go. 😍 \n\n𝐋𝐈𝐍𝐊:\nhttps://bid.horsebid.com/lots/view/4-GNJ8YT/thunder\n\nThank you to our sponsors:\n#Saddlehousesaddles\n#SentinelKentFeeds\n#EMCustomShowPads\n10% DISCOUNT CODE for First Time Order:\nDiamondK \n#RipPrintCustomApparel\n#Faithvalleyhairproducts\n#WeaverLeatherProducts \n10% DISCOUNT CODE:\nKEVIN10\n#TappAssociates \n#NutraGlo'}}]}",{'count': 0},2025-05-04 01:41:28,623,null,,clips
245,243,"{'id': '47725447273', 'username': 'diamond.k.horses'}",3623145390865829433,True,https://instagram.flos5-2.fna.fbcdn.net/o1/v/t16/f2/m86/AQONPF_tXCJ-30D2i7hH73B9QU9xj1o6kcg7zzUaEd_7LUOIn5Y-J41nukR0OZKWlt6sZdUA7VHTdaF08MFZSq8RJ-fMHXNvBFdm69I.mp4?stp=dst-mp4&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLmMyLjcyMC5iYXNlbGluZSJ9&_nc_cat=100&vs=1232568631984637_4171357768&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9CRTQ1Q0E5QzM5NzQ0Mzg4NDFDQkVDNEE5MkIxRDQ5QV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSFBHZFIxOVpIUi1GV1FDQUd1akRoVzBwMHQ0YnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJor%2BnJyctpdAFQIoAkMzLBdANV2yLQ5WBBgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfKG-oOoaa3XUeJLdwe3iKi5RTKd98rC9PJSrTIL_6xlYw&oe=683E4ADA&_nc_sid=8b3546,3240,"{'edges': [{'node': {'text': 'Available on Horsebid.com auction ends Monday, May 5th‼️𝐏𝐥𝐚𝐲𝐫𝐢𝐠𝐡𝐭 𝐍 𝐆𝐨𝐥𝐝 𝘈𝘒𝘈 𝘛𝘩𝘶𝘯𝘥𝘦𝘳 is a 7 year old stunningly unique gelding that is fit for anyone in the family at any level. Whether out on the trails, through the obstacle course or in the arena, Thunder is the perfect gentleman. Don’t miss out on the opportunity to bid on this spectacular sweetheart!\n\n#Saddlehousesaddles\n#SentinelKentFeeds\n#EMCustomShowPads\n10% DISCOUNT CODE for First Time Order:\nDiamondK \n#RipPrintCustomApparel\n#Faithvalleyhairproducts\n#WeaverLeatherProducts \n10% DISCOUNT CODE:\nKEVIN10\n#TappAssociates \n#NutraGlo'}}]}",{'count': 1},2025-05-01 21:55:03,1080,null,,clips
246,244,"{'id': '47725447273', 'username': 'diamond.k.horses'}",3618792799159639217,True,https://instagram.flos5-2.fna.fbcdn.net/o1/v/t16/f2/m86/AQP9HyDSsXgLDd4EI86M0TNdDmmwvsG8E1UCVIGY5zRH7ILGbNQWhVtzri4ZjnIKNIEkak31GXBTvdypJMiclPEf3ouAnqzDJV0RsV4.mp4?stp=dst-mp4&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLmMyLjcyMC5iYXNlbGluZSJ9&_nc_cat=105&vs=695395289690249_2817552444&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9EODQwNkJFMTIzN0ZDQjJCRjcwNDFDMzY4MEFEQkM5MF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRWtkU1Izb2NsMV9CRzhDQUQ5QUtTM19nQmNfYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJur6oYLylN9BFQIoAkMzLBdALmZmZmZmZhgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfIfm8MrWKXe2TrHGcKjsOUaMeIdnScADJMhXb7_Mdg75w&oe=683E34AC&_nc_sid=8b3546,4257,"{'edges': [{'node': {'text': 'Something about those cats… Stitch aka Bet Hesa Smokin is proudly offered for sale via private sale. A gorgeous mover, good to the cow, beautiful ranch riding maneuvers and the sweetest personality! Contact Kevin through at Kevin@diamondkhorses.com or visit our website to learn more Diamondkhorses.com/horse/stitch\n\n#Saddlehousesaddles\n#SentinelKentFeeds\n#EMCustomShowPads\n10% DISCOUNT CODE for First Time Order:\nDiamondK \n#RipPrintCustomApparel\n#Faithvalleyhairproducts\n#WeaverLeatherProducts \n10% DISCOUNT CODE:\nKEVIN10\n#TappAssociates \n#NutraGlo'}}]}",{'count': 2},2025-04-25 21:46:31,1677,null,,clips
247,245,"{'id': '47725447273', 'username': 'diamond.k.horses'}",3616644820986464166,True,https://instagram.flos5-2.fna.fbcdn.net/o1/v/t16/f2/m86/AQMEZxP2gOGF8KAhin-61PNTo3OT4mXTd1cd9YYU_LFESWEWXN2GOLnIqAOtZAsPOvDHOUM8uRXluABRb0l_GBpaT1wkwvrVnY65WrE.mp4?stp=dst-mp4&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLmMyLjcyMC5iYXNlbGluZSJ9&_nc_cat=104&vs=655255550618210_3783026622&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC85RDRBRTg5Rjc5NTU4MUQzNDU4OENBQTcyNDY4OEFBOF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HR09FUkIwVk1FMENRWnNEQUlnVVZ1X1VRcEFzYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJrDqo%2BnLp6VAFQIoAkMzLBdAOsQYk3S8ahgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfKEkOKwJiUJe2V5O1kviYK4lWa_ByJYINPYNU-qMdYu6g&oe=683E29E9&_nc_sid=8b3546,4939,"{'edges': [{'node': {'text': 'Hank 😍 the perfect family horse, offered for private sale at $45,000! You won’t find another one as sweet and quiet for riders of all ages and levels‼️ contact Kevin at Kevin@diamondkhorses.com or view his full sale portfolio on our website Diamondkhorses.com/horse/hank \n\n#Saddlehousesaddles\n#SentinelKentFeeds\n#EMCustomShowPads\n10% DISCOUNT CODE for First Time Order:\nDiamondK \n#RipPrintCustomApparel\n#Faithvalleyhairproducts\n#WeaverLeatherProducts \n10% DISCOUNT CODE:\nKEVIN10\n#TappAssociates \n#NutraGlo'}}]}",{'count': 2},2025-04-22 22:37:54,1529,null,,clips
248,246,"{'id': '47725447273', 'username': 'diamond.k.horses'}",3613707766019170974,True,https://instagram.flos5-2.fna.fbcdn.net/o1/v/t16/f2/m86/AQMee7QteAGyS1gTtYRkAT3d0p0FYLsa26CEaV9CUBX-etaZmhHRKHfMZIPYFsExumRKTBgs4TcWD85Q-rZGbznYMqLBLflPuWcE5OQ.mp4?stp=dst-mp4&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLmMyLjcyMC5iYXNlbGluZSJ9&_nc_cat=102&vs=1590257294983533_3360658857&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC83MTQ3MEY3MzczNjg5MTZFRTc4N0QwNEJDOUNFQURCQV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTXluUFIzMmtpVmRGSm9GQUJIc1ZfVlVsVzhBYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJqqe0pOZlqNAFQIoAkMzLBdAJ92yLQ5WBBgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfIagQ4ddr2OHJ9R0AqzME91ryAej3_2HhwsZ7CjVM6L0A&oe=683E4C9C&_nc_sid=8b3546,5101,"{'edges': [{'node': {'text': 'And let them knows he’s for sale 🤩\nThis son of BetHesaCat is for sale for $45,000, check his full video on our website and schedule a visit today‼️ diamondkhorses.com/horse/stitch \n#Saddlehousesaddles\n#SentinelKentFeeds\n#EMCustomShowPads\n10% DISCOUNT CODE for First Time Order:\nDiamondK \n#RipPrintCustomApparel\n#Faithvalleyhairproducts\n#WeaverLeatherProducts \n10% DISCOUNT CODE:\nKEVIN10\n#TappAssociates \n#NutraGlo'}}]}",{'count': 1},2025-04-18 21:22:38,1138,null,,clips
249,247,"{'id': '47725447273', 'username': 'diamond.k.horses'}",3603617142322523571,True,https://instagram.flos5-2.fna.fbcdn.net/o1/v/t16/f2/m86/AQM5Zp4nuYpOWbi1SX5CO8cpexUcUJwtNPgqo9hbRZZYlHIrB1MKK-KQiBgX7HV3S4Uekd6L4Wxcn4zGu8JVOp0-2O5TyVJzcJWZJYI.mp4?stp=dst-mp4&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLmMyLjcxOC5iYXNlbGluZSJ9&_nc_cat=104&vs=2058936351280351_1669814400&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC81NDQxODBDRUE1N0M3OEFGQkJGNzAzNjEyMDlBMzBCMF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTG1BSEIyVko2b2NjZ01FQU5MUmJtWDVXUkpIYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJtCj8s%2FcorQ%2FFQIoAkMzLBdAREzMzMzMzRgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfKxw_xzSVr_Q-UaqsLPwNe0g8ddZK5g3_RVPo7IB0QaEQ&oe=683E2CA4&_nc_sid=8b3546,3232,"{'edges': [{'node': {'text': 'Talent, Grace, Beauty 😍 \nBuckle is proudly offered for sale through Private Sale! A Spooks Gotta Whiz gelding that checks all the boxes for a versatile showman looking to do reining, cow horse and cutting\U0001fa75 For more information, check out his full ad at Diamondkhorses.com/horses/buckle\n#Saddlehousesaddles\n#SentinelKentFeeds\n#RipPrintCustomApparel\n#Faithvalleyhairproducts\n#WeaverLeatherProducts \n10% DISCOUNT CODE:\nKEVIN10\n#TappAssociates \n#NutraGlo'}}]}",{'count': 4},2025-04-04 23:14:16,1090,null,,clips
250,248,"{'id': '47725447273', 'username': 'diamond.k.horses'}",3601440923504254282,True,https://instagram.flos5-3.fna.fbcdn.net/o1/v/t16/f2/m86/AQM82Zpjox3COlPvgHHGrtuTXmi12k-jEbtEi1V251XBYQyAHG1qasAEUtFqwkaYzXOP8Xv98WcDG6t2H6XAhlL5u9Q0u3oNi7nlcPE.mp4?stp=dst-mp4&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLmMyLjcyMC5iYXNlbGluZSJ9&_nc_cat=110&vs=893936429449359_2468606018&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC81MDQ2MkJFNUY1NzAzNTYyNzRCM0U2NjQyQUNDQURCM192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTFJfREIyMXpUUXFBSTRpQU1ZXy1CV3c2Yk4xYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJv7Ho5X5k5VAFQIoAkMzLBdAIlT987ZFohgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfIbsq7K-dwcbGOhGTkgSa_BpnB4RVlYIrb4I4lqKQr_aA&oe=683E2874&_nc_sid=8b3546,145788,"{'edges': [{'node': {'text': 'Who remembers the Diamond K mascot from last years viral video at the Ride the Wave? \nOne year later, she convinced her Nana she needed a Diamond K horse of her own. 😍\U0001fa75'}}]}",{'count': 97},2025-04-01 23:08:08,50727,null,,clips
251,249,"{'id': '1605847837', 'username': 'downunder.horsemanship'}",3645033447416806155,True,https://instagram.flos5-2.fna.fbcdn.net/o1/v/t16/f2/m86/AQP5gh1GYDo3TxiqaL049_LeDBeVEcPmLlwCOTEg52sgIkdOARsoj8w7uPpDXKKuHurfzlg0FShi_z9YvMjKOIinE5bak5ZAI5If-rg.mp4?stp=dst-mp4&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLmMyLjcyMC5iYXNlbGluZSJ9&_nc_cat=100&vs=720163100463826_2522880301&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9FMTQ5OTNFREFERjk4REZDMUYyRjg3NEQzRjA5NTNCM192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRmlvN2gycmdSamZQem9qQU9SOWtMQXk4djR6YnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJtLm7cuT8dA%2FFQIoAkMzLBdAJ5mZmZmZmhgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfL4uAgdiX0GLjEDLJhkZLCb458eJzNr3_aHpTOZq8kKgQ&oe=683E50B8&_nc_sid=8b3546,0,"{'edges': [{'node': {'text': ""We caught our 2025 Clinician Academy class desensitizing and couldn't resist 😂\n\n#applythemethod #downunderhorsemanship #clintonanderson #horse #horsetraining #horsetrainer #naenae""}}]}",{'count': 2},2025-06-01 02:38:10,921,null,,clips
252,250,"{'id': '1605847837', 'username': 'downunder.horsemanship'}",3644898930006671141,True,https://instagram.flos5-2.fna.fbcdn.net/o1/v/t16/f2/m86/AQNqZnQaYio4UCVfJZFmftJmukTWkkFvYhd1Ksz_f9rSOgspL7RQJj2CnKsAgRUySgt8n_c01o0dYMliX_HxABNSb1LOYHhXCwNPP9I.mp4?stp=dst-mp4&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLmMyLjcyMC5iYXNlbGluZSJ9&_nc_cat=104&vs=754234063666232_2596938859&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9CQTRFMEEyNkE3ODJFRjQ3Qjk0MTVDNzAzNDJBREVBMl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HUFFRMlIwMHRvNGNZS2NDQUVJXzIyTFFhN3N1YnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJtK8tsj179A%2FFQIoAkMzLBdAYzu2RaHKwRgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfIzBWODMst8ADGJy4Qj9yH3VYfcWWCg-tl5Rby1xl3nog&oe=683E259C&_nc_sid=8b3546,0,"{'edges': [{'node': {'text': 'The hotter a horse is, the shorter the distance between transitions. The lazier a horse is, the longer the distance between transitions.\n\nThis is an excerpt from Ten’s second ride in the Dirt-Road Training Series. Watch the full training session on the Downunder Horsemanship app or the No Worries Club website ➡️ www.noworriesclub.com \n\n#ApplyTheMethod #downunderhorsemanship #clintonanderson #horse #horsemanship #horsetrainer #horsetraining'}}]}",{'count': 7},2025-05-31 22:11:40,506,null,,clips
253,251,"{'id': '1605847837', 'username': 'downunder.horsemanship'}",3644170309331650477,True,https://instagram.flos5-2.fna.fbcdn.net/o1/v/t16/f2/m86/AQPJmxVhlEkc_zDL9e3gTuv2uRZ_-1E_Y7CrUlDCLelmTDtWZcJaFSXdddN7fv3vzDa45NZLuwZI_I6r0YuWE3AZ5DsV4-uRom-VkrM.mp4?stp=dst-mp4&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLmMyLjcyMC5iYXNlbGluZSJ9&_nc_cat=104&vs=1213426006932953_3072430810&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC84MjQ2QjNERjNGRDA5RDcwNjU2MjI1QUFGRDA2OTE4MV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTUJxNGgyZm44SmN1RXdFQUY0OVpaN3VQT05ZYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJtLxjrGA6NA%2FFQIoAkMzLBdAVoAAAAAAABgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfJbHtJuQ142bhMLoj5Bh5HxbEmod1LmJPiu4Cd-PGviNQ&oe=683E3192&_nc_sid=8b3546,0,"{'edges': [{'node': {'text': 'Clinton shares why he chose not to install feed doors on his horses’ stalls.\n\nWhen it comes to designing our stalls, we trust Classic Equine Equipment.\n\n#applythemethod #downunderhorsemanship #clintonanderson #horse #classicequineequipment #horsebarn #stall #barn'}}]}",{'count': 0},2025-05-30 22:04:02,496,null,,clips
254,252,"{'id': '1605847837', 'username': 'downunder.horsemanship'}",3643895723306070018,True,https://instagram.flos5-3.fna.fbcdn.net/o1/v/t16/f2/m86/AQN4LUoANpY7xirry5FMW6MmpaZfsmkwqcHfjwSJGteRE8O2B3-F62OeS1g5TDkaAeCZ2zF6qGYt0NV6uyMgdHaUSruy09pgCLzfe00.mp4?stp=dst-mp4&efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLmMyLjcyMC5iYXNlbGluZSJ9&_nc_cat=108&vs=566801123147862_3959398635&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9GNDRBMkY0NURGQkMxRTBBRkJGMTZCNzhBQjQ2NDhBQV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQ1N0NFIzUEhnVThpR1lDQUdMMzNhTVBYaWxnYnFfRUFBQUYVAgLIARIAKAAYABsAFQAAJtLM7rPa5NA%2FFQIoAkMzLBdAQUhysCDEnBgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2Fgdl5p0BAA%3D%3D&ccb=9-4&oh=00_AfKaOFa8Iv9YwOq5HRnwvlVgG-GKQTa5nTxvNdx7jy8mZA&oe=683E2EFE&_nc_sid=8b3546,0,"{'edges': [{'node': {'text': 'Scrolling through TikTok this morning, I saw a post about basketball star Caitlin Clark and it reminded me of an important lesson I think everyone needs to learn.– Clinton\n\nListen to the full vlog on the No Worries Club website or the Downunder Horsemanship app. The vlog is in the video category “The Man Behind the Method.""\n\n#applythemethod #downunderhorsemanship #clintonanderson #horse #caitlinclark #vlog'}}]}",{'count': 4},2025-05-30 12:57:45,2018,null,,clips
