,id,username,user_id,state,bio,is_private,is_verified,is_professional_account,is_business_account,business_address,category_name,category_enum,media_size
88,186,lindydewaalinteriors,1709119206,empty,,False,False,,,,,,
89,191,designstuff,1470006271,empty,,True,False,,,,,,
90,195,helrod_home,45030461649,empty,,False,False,,,,,,
91,199,loft_interior,1771394718,empty,,False,False,,,,,,
92,135,the_60s_interior,38955204061,in_progress,"Interiors From The 50s, 60s, 70s, and 80s
Shop my Amazon Storefront to get the perfect vintage aesthetic",False,False,True,False,,Home Improvement,,892.0
93,194,0rena._,45322591997,in_progress,"@1ravina_ Owner 🤍🤍!!. 
Interior design trainer
College Instructor 
Sana'a 🇾🇪.
@instagram",False,False,True,True,,Artist,ARTIST,34.0
94,153,bodulica.interiors,46523567739,in_progress,empty,False,False,True,False,,Interior Design Studio,,9.0
95,190,yourbestinteriors,4071987004,in_progress,Your New Favourite Interior Page!,False,False,False,False,,,,503.0
96,192,elainethomasinteriors,31772040077,in_progress,"We make drapery, pillows, shades, and shower curtains that help elevate your space and reflects the best of you.
𖡡 Atlanta, GA • Ships Nationwide",False,False,True,False,,Community,,144.0
97,139,sue.and.stu,45514698276,in_progress,"80‘s Home Makeover | Interior & DIY
Wir verwandeln einen 80er Bau in unser Traumhaus
DIY Tutorials & Home Inspo für dein Zuhause",False,False,True,True,,Digital creator,DIGITAL_CREATOR,313.0
98,142,interior.design.fanatics,57427232634,in_progress,✨✨Send us your design to share ✨✨,False,False,True,False,,Digital creator,,4.0
99,201,interiorsandobjects,64367919677,in_progress,Interior • Design • Furniture • Architecture,False,False,False,False,,,,58.0
100,118,cozy.happy.here,63913299189,in_progress,"• 👨‍👩‍👦 living on 100 m²
• based in Munich
• our journey from empty rooms to a happy home
• cozy.happy.here@web.de",False,False,True,False,"{""city_name"": null, ""city_id"": null, ""latitude"": null, ""longitude"": null, ""street_address"": null, ""zip_code"": null}",Digital creator,,74.0
101,152,mrtn_living,28888382415,in_progress,"↳ 「𝖣𝖾𝗎𝗍𝗌𝖼𝗁𝗅𝖺𝗇𝖽, 𝖭𝗂𝖾𝖽𝖾𝗋𝗌𝖺𝖼𝗁𝗌𝖾𝗇」",False,False,True,True,"{""city_name"": null, ""city_id"": null, ""latitude"": null, ""longitude"": null, ""street_address"": null, ""zip_code"": null}",Blogger,,294.0
102,181,un.verputzt,45055868197,in_progress,"~ Unverputzte Wände ~ Interior Enthusiast
~ Vintage Vibes ~ Flohmarkt-Fan
~ Katzenliebe ~ 70qm Altbau ✨",False,False,True,False,,Home decor,,206.0
103,205,completed_interiors,52192536592,empty,,False,False,,,,,,
104,303,vanessas.interior,52960761869,in_progress,"interior | münchen 
90qm neubau 
🪄🍯🐝🍋",False,False,True,False,,Digital creator,,61.0
105,208,matt.interior,12155905346,empty,,False,False,,,,,,
106,210,programahq,1590021469,empty,,True,False,,,,,,
107,212,buckleyinteriors,46800668587,empty,,False,False,,,,,,
108,213,chrissycouture_interiors,2311976305,empty,,False,False,,,,,,
109,215,duskandoakdesigns,37253649815,empty,,False,False,,,,,,
110,229,shaankathrynhome,5460224461,in_progress,"CURATING swoon worthy forever homes! 
• creative consults TO furniture curation
• residential + editorial styling 
START your design story here👇🏼",False,False,True,True,,Entrepreneur,,82.0
111,217,lpbdesignsandinteriors,51211799007,empty,,False,False,,,,,,
112,218,livinginteriors_furniture,2112980699,empty,,False,False,,,,,,
113,290,milene.mota.interiores,6135358920,in_progress,Ideias,False,False,True,True,,Entrepreneur,,6.0
114,298,stylerior,40894334084,in_progress,"| The new way to design your 🏠
| For Business DM or 📩",False,False,True,True,,Home decor,,1313.0
115,224,maryam_interior_stylist,45038060569,empty,,False,False,,,,,,
116,226,philipp__hofstetter,3587058266,empty,,True,False,,,,,,
117,288,jwsinteriors,45692878,in_progress,"Jennifer Wagner 
Residential Interior Design -VA/MD/DC & S. Florida 
In Person & Virtual Design 
⬇️Book your Free Virtual Design Consult Here ⬇️",False,False,True,False,"{""city_name"": null, ""city_id"": null, ""latitude"": null, ""longitude"": null, ""street_address"": null, ""zip_code"": null}",,,8702.0
118,228,soulfulinteriors_,67950100627,empty,,False,False,,,,,,
119,231,interior_in_oslo,30961960332,empty,,False,False,,,,,,
120,295,litera.interiors,56855063140,in_progress,empty,False,False,True,True,"{""city_name"": ""Sibiu, Romania"", ""city_id"": 106314962738289, ""latitude"": 45.79175, ""longitude"": 24.14758, ""street_address"": null, ""zip_code"": null}",Home Improvement,TOPIC_HOME_IMPROVEMENT,199.0
121,236,anelys.interiores,44752598147,empty,,False,False,,,,,,
122,274,unfinished.home,60833912067,in_progress,"🧪 Interior Science | 😌 Quality living 
Build a relationship with your space",False,False,True,False,,Entrepreneur,,103.0
123,239,da_camilana,8585739659,empty,,False,False,,,,,,
124,240,interiorby_ashleighp,50019418,empty,,False,False,,,,,,
125,241,projektraum_interior,45459044055,empty,,False,False,,,,,,
126,244,km__interiordesign,2288566535,empty,,False,False,,,,,,
127,247,noor.interior,6037225783,empty,,False,False,,,,,,
128,245,marina.hobi,46138721904,in_progress,"Brauchst du Hilfe bei deinem Interior Design?
👉 Agentur @kreatelier_ (Branding, Interior Design uvm.)
🏡 Posamenterhaus 1792, Baselbiet (Schweiz)",False,False,True,False,,Personal blog,,574.0
129,235,mynt_interiors,2074509131,in_progress,"\\MYNT INTERIORS \\Specialising in Designer Cabinetry + Covering GC, Brisbane, South NSW + PH: 02 66742446 + 9/3 Ozone ST, Chinderah NSW.🏠❗️",False,False,False,False,,,,52.0
130,253,twinteriorsagency,60074594563,empty,,False,False,,,,,,
131,264,maddyjadeinteriors,58181896281,in_progress,"Interior Designer 
Property Stylist @theinspiredspacealbury 
Albury | Wodonga",False,False,True,False,,Designer,,94.0
132,252,makenotestudio,59815559036,in_progress,"for interior designers by interior designers
branding, social media, websites, templates
coming soon ￬",False,False,True,True,,Entrepreneur,,5.0
133,262,cata.haus,61142554791,empty,,False,False,,,,,,
134,266,alinteriorscoaching,7820959617,empty,,False,False,,,,,,
135,270,ig_interiors,1466120962,empty,,False,False,,,,,,
136,272,__intarchitects_,41118877026,empty,,False,False,,,,,,
137,273,fleursdamour.au,58155553122,empty,,False,False,,,,,,
138,276,casarae_stylinganddesign,53623712092,empty,,False,False,,,,,,
139,279,fernandapatraointeriores,2932110500,empty,,True,False,,,,,,
140,284,homewithvivian,8439124716,empty,,False,False,,,,,,
141,289,studiomysa.nl,48842176970,empty,,False,False,,,,,,
142,294,myafroconnectedwall_by_kwaara,48750550930,empty,,False,False,,,,,,
143,300,fotoperspektif,4562543468,empty,,False,False,,,,,,
144,302,bali_interiors.co,6064444640,empty,,False,False,,,,,,
145,291,make_it_popinteriors,48330232484,in_progress,"TAG TO BE FEATURED @make_it_popinteriors 
Please follow @my_colourfulsquares",False,False,True,False,,Community,,712.0
146,285,mardesignllc,4228076895,in_progress,"M.A.R DESIGN
Interior Designer
High-end Residential
Based in Miami, FL
Founder of @chattel_homedecor",False,False,True,False,,Designer,,576.0
147,214,blogdecorador,1680739012,in_progress,"Estudio de diseño de interiores dirigido por Aldo y Rodrigo
📘 Autores de Secretos del Decorador
📩 Contacto@elblogdeldecorador.cl
🇨🇱 Santiago de Chile",False,False,True,False,,Digital creator,,3464.0
148,243,j.rose.interiors,22149698005,in_progress,"Interior designer for @flypyourhome 
London
By @jessicarosekemp",False,False,True,False,,Artist,,96.0
149,268,hangpartie,67636425418,in_progress,"Zuhause am Hang. 🗻
interior | art | books | design",False,False,True,False,,Personal blog,,132.0
150,249,remixliving,8764998,in_progress,"Curating Impactful Spaces with our firms mission in mind. Access to great Design ✨📐
🛋️ Shop @remixlivingshowroom 
📺 Watch Remix Rewind Vlog on YouTube",False,False,True,False,"{""city_name"": null, ""city_id"": null, ""latitude"": null, ""longitude"": null, ""street_address"": null, ""zip_code"": null}",Interior Design Studio,,1181.0
151,261,im.tiagofrg,2254150697,in_progress,"• Welcome to my London apartment  
• 2 @tiagofdesigns 
• Let’s collaborate",False,False,True,True,"{""city_name"": null, ""city_id"": null, ""latitude"": null, ""longitude"": null, ""street_address"": null, ""zip_code"": null}",Digital creator,,2649.0
152,255,majlisdesign,457438542,in_progress,"Boutique Design studio based in UAE since 2013
Turn key projects - High end residential projects all over UAE 
For Inquiries: 052 2000 670 | Rama |",False,False,True,False,"{""city_name"": null, ""city_id"": null, ""latitude"": null, ""longitude"": null, ""street_address"": null, ""zip_code"": null}",Product/service,,981.0
153,271,tjardaliving,73706867651,in_progress,"💫 Interior, design & city living
📍 Prenzlauer Berg | Berlin 
💌 tjardaliving@gmail.com",False,False,True,False,,Personal blog,,54.0
154,246,intr_arch,1568929230,in_progress,The Interior Architectural Projects & Enviromental Designer Projects Copyrigt © All rights reserved,True,False,False,False,,,,1571.0
155,260,atouchofthesun,1258759701,in_progress,"Refined photography for interiors, products & events
DM or email for collaborations & UGC",False,False,True,False,"{""city_name"": null, ""city_id"": null, ""latitude"": null, ""longitude"": null, ""street_address"": null, ""zip_code"": null}",Photographer,,259.0
156,263,ana_mandiola__interiors,1389740092,in_progress,"•Property Styling & Interior Decoration
•Styling Consultation
•Gold Coast & Northern Rivers                                            •Mob 0412185765",False,False,True,True,"{""city_name"": null, ""city_id"": null, ""latitude"": null, ""longitude"": null, ""street_address"": null, ""zip_code"": null}",,INTERIOR_DESIGNER,242.0
157,308,stol.living,62640854759,empty,,False,False,,,,,,
158,309,colleenknowles_interiordesign,2923014100,empty,,False,False,,,,,,
159,386,dejavuinteriors,306464731,in_progress,"- Store @greensboroughplaza
-Interior styling service $150 for 3 consultations 
-Shop furniture, homewares, accessories, artwork & gifts",False,False,True,False,,Interior Design Studio,,1893.0
160,318,timari.home,70202005613,in_progress,"weniger mainstream. mehr made for you.
nachhaltige wohnaccessoires mit gefühl. 
hier entlang zum shop. ↴",False,False,True,False,"{""city_name"": null, ""city_id"": null, ""latitude"": null, ""longitude"": null, ""street_address"": null, ""zip_code"": null}",Design & fashion,,69.0
161,395,courtandriss,55070930281,in_progress,"🤍 Besties + Co Owners of @boneandblanc 
🎙️Interior Designers Unfiltered",False,False,True,False,,Community,,80.0
162,347,perfetehome,3653261476,in_progress,"Home Decor & Interior Design Inspiration
Part of the @perfete family",False,False,False,False,,,,850.0
163,380,akivainteriordesign,223494385,in_progress,Creating beautiful spaces every day - 11 design awards 🏆  | Hundreds of 5 star ⭐ reviews   | Top 5 on Houzz | UK & Europe,False,False,True,False,"{""city_name"": null, ""city_id"": null, ""latitude"": null, ""longitude"": null, ""street_address"": null, ""zip_code"": null}",Interior Design Studio,,1852.0
164,321,link_interiors,15745441227,empty,,True,False,,,,,,
165,322,somosnido,14594425584,empty,,False,False,,,,,,
166,323,custominteriors,1006717586,empty,,False,False,,,,,,
167,328,gilmoreinteriordesign,4205504807,empty,,False,False,,,,,,
168,330,vynt_interior,55366377581,empty,,False,False,,,,,,
169,331,estilodesignstudio,33457645563,empty,,False,False,,,,,,
170,333,aylins.interior,50137164654,empty,,False,False,,,,,,
171,334,dariaelnikova,781121615,empty,,False,False,,,,,,
172,335,cerastribley,1460623411,empty,,True,False,,,,,,
173,340,tarawokulski,618639,empty,,False,False,,,,,,
174,342,mondedesign_,2206833362,empty,,False,False,,,,,,
175,344,livingwtash,19526689530,empty,,False,False,,,,,,
176,348,sleektochicdesign,509127764,empty,,False,False,,,,,,
177,354,thegoldeninterior,12360759651,empty,,False,False,,,,,,
178,363,frau_sommerfeldt_wohnt,6246947332,empty,,True,False,,,,,,
179,364,woakood,64458165612,empty,,False,False,,,,,,
180,369,j_b_interior_design_studio,6032069614,empty,,False,False,,,,,,
181,372,savannahmilesvirtual,54130917348,empty,,False,False,,,,,,
182,373,lifestylem_interiordesign,45015834611,empty,,True,False,,,,,,
183,374,scandi.view,30741092671,empty,,False,False,,,,,,
184,375,67qm_home,54524706525,empty,,False,False,,,,,,
185,376,coastal_soul_home,1649449927,empty,,False,False,,,,,,
186,378,miss.mimi.interior,43008802151,empty,,False,False,,,,,,
187,379,rmm_interiors,53584344669,empty,,False,False,,,,,,
188,381,ishkadesigns,23776269,empty,,True,False,,,,,,
189,384,loandcointeriors,3234565660,empty,,True,False,,,,,,
190,388,fdinteriors.fr,63317143155,empty,,False,False,,,,,,
191,389,kinteriordesign7,72538310565,empty,,False,False,,,,,,
192,392,perifio_interiors,45062614740,empty,,True,False,,,,,,
193,399,designnmindinteriors,55837852015,empty,,False,False,,,,,,
194,400,interiordesignersacademy,29228485510,empty,,False,False,,,,,,
195,360,yuva_interiors,4753358889,in_progress,"▪️INTERIOR DESIGN INSPIRATION from worldwide
▪️interior hacks and trends
▪️Dm for ads and collaboration
📩yuvainteriordesign@gmail.com",False,False,True,True,"{""city_name"": null, ""city_id"": null, ""latitude"": null, ""longitude"": null, ""street_address"": null, ""zip_code"": null}",Blogger,,1910.0
196,353,hei.melig,55395318527,in_progress,"🎀 Pink- & Interior-Liebhaberin
✨ ein bisschen Alltagsromantik ◡̈
🏡 stinknormales Reihenhaus nahe Hamburg
💌 collabs & UGC: hei.melig@gmx.de",False,False,True,False,,Digital creator,,230.0
197,305,alexanderjamesinteriors,1319545534,in_progress,"An award-winning interior design studio that specializes in creating timeless, bespoke interiors.",False,False,True,False,"{""city_name"": null, ""city_id"": null, ""latitude"": null, ""longitude"": null, ""street_address"": null, ""zip_code"": null}",Interior Design Studio,,3295.0
198,401,faye_robinson_interiors,329231775,in_progress,"Multi award winning Interior Design Studio 
International Elite Design 2024 Winner
Featured @25beautifulhomesmagazine
info@fayerobinsoninteriors.com",False,False,True,True,"{""city_name"": null, ""city_id"": null, ""latitude"": null, ""longitude"": null, ""street_address"": null, ""zip_code"": null}",Entrepreneur,,419.0
199,304,winterstein_interiors,51772798040,in_progress,"Zertifizierte Interior Designerin
Beratung | 3DVisualisierung | Raumdesign
deutschlandweit
Anfragen über mw@winterstein-interiors.com",False,False,True,True,"{""city_name"": null, ""city_id"": null, ""latitude"": null, ""longitude"": null, ""street_address"": null, ""zip_code"": null}",Home decor,TOPIC_HOME_DECOR,113.0
200,351,bare.interior.studio,23428844283,in_progress,"Interior design l styling l consulting
🏠Featured June 2022 InsideOut Magazine 
🍂 Featured March 2020 Adore Home Magazine",False,False,False,False,,,,35.0
201,346,interiordesig_n,2623009511,in_progress,empty,True,False,False,False,,,,109.0
202,310,forbesmasters,3863843206,in_progress,"Luxury interiors with soul and bold storytelling.
@archdigestpro designers🤎
Work in AD, Essence, ELLE DECOR, House Beautiful, Washington Post & more!",False,False,True,False,"{""city_name"": null, ""city_id"": null, ""latitude"": null, ""longitude"": null, ""street_address"": null, ""zip_code"": null}",Interior Design Studio,,1651.0
203,361,interior.kink,15898129030,in_progress,empty,False,False,False,False,,,,0.0
204,329,bold.beige.balance,62426820196,in_progress,Calm and colorful living in Hamburg Uhlenhorst,False,False,True,False,,Home decor,,50.0
205,313,kcarterinteriors,2376603331,in_progress,"Owned by Kati Carter 
Approachable Polished Interiors
Serving VA.DC.MD + Travel
Business coaching @elevateconsultingbykci 
Let’s ELEVATE your home👇🏾",False,False,True,False,"{""city_name"": null, ""city_id"": null, ""latitude"": null, ""longitude"": null, ""street_address"": null, ""zip_code"": null}",Interior Design Studio,,208.0
206,432,t3d_visuals,71522271251,in_progress,"🌇3DsMax, Corona Renderer
I turn designs into realistic 3D visualizations.
For coop drop me a message!",False,False,True,False,,Artist,,22.0
207,426,beautyofinteriors,6910688575,in_progress,"• @MostLuxurious Media Partner 🥇
• Buy | Sell | Design | Promote | Invest
• DM for business 🔑",False,False,True,False,,Community,,2849.0
208,410,utopicinterior,363303942,empty,,True,False,,,,,,
209,412,sarakiyork,9061591299,empty,,False,False,,,,,,
210,463,lifetimepieces,1621177319,in_progress,"Interior Designer
Impressum",False,False,True,False,"{""city_name"": null, ""city_id"": null, ""latitude"": null, ""longitude"": null, ""street_address"": null, ""zip_code"": null}",Digital creator,,2255.0
211,416,codybealinteriors,9980884206,empty,,False,False,,,,,,
212,418,one.interior.mag,49595977275,empty,,False,False,,,,,,
213,420,garancehomeco,13333485976,empty,,False,False,,,,,,
214,421,170qm,4104369806,empty,,False,False,,,,,,
215,481,ellens_interior,12154769727,in_progress,| 89' | Antwerp | Interiorstyling | Boysmom |,False,False,True,False,,Personal blog,,105.0
216,427,revistadisenointerior,10730516109,empty,,False,False,,,,,,
217,470,stone_andoak,49551744971,in_progress,"Mood Boards • Content Creation • Colour Selections • Interior + Product Styling • DIY
New Builds | Renovations | Retailers 
✨DM to Collab",False,False,True,False,"{""city_name"": null, ""city_id"": null, ""latitude"": null, ""longitude"": null, ""street_address"": null, ""zip_code"": null}",Interior Design Studio,,138.0
218,431,alicemaughaninteriors,4177308607,empty,,False,False,,,,,,
219,428,24interiors,5445461402,in_progress,"Modern-Luxe Home Interiors
Houston, Texas
Surroundings enhance how you live and boost your mood, make them beautiful.",False,False,True,True,,Interior Design Studio,,84.0
